Пол,Фамилия,Имя,Отчество
1,Байденко,Григорий,Эдуардович
1,Дериглазов,Вадим,Валентинович
1,Шелеметьев,Дамир,Ильич
1,Еров,Аркадий,Яковлев
1,Алимбеков,Петр,Иванович
1,Нилус,Максим,Артурович
1,Хадеев,Ефим,Глебович
1,Хашиев,Денис,Владиславович
1,Батогов,Марат,Ярославович
1,Ежов,Сергей,Егорович
1,Полищук,Филипп,Семенович
1,Нерадин,Станислав,Яковлев
1,Струнов,Роман,Глебович
1,Володихин,Павел,Евгеньевич
1,Бумбулис,Радик,Борисович
1,Семякин,Владислав,Рамилевич
1,Царев,Анатолий,Васильевич
1,Бидюк,Станислав,Марселевич
1,Ключников,Юрий,Васильевич
1,Кирилов,Владислав,Альбертович
1,Шульгинский,Тимофей,Юрьевич
1,Свердлин,Денис,Русланович
1,Ревельский,Артем,Леонидович
1,Сиротенко,Глеб,Владиславович
1,Климкин,Кирилл,Ярославович
1,Нурпеисов,Виктор,Владимирович
1,Гундобин,Александр,Георгиевич
1,Макарычев,Вадим,Борисович
1,Бараник,Константин,Антонович
1,Дугин,Юрий,Григорьевич
1,Зеленков,Руслан,Викторович
1,Домашников,Ефим,Марселевич
1,Балыбин,Антон,Рамилевич
1,Седухин,Анатолий,Антонович
1,Дорошков,Егор,Михаилович
1,Леконцев,Ярослав,Станиславович
1,Босолаев,Вячеслав,Станиславович
1,Лупачев,Роберт,Александрович
1,Развеев,Степан,Леонидович
1,Сукристов,Валентин,Ильдарович
1,Атаршиков,Илья,Георгиевич
1,Дангиреев,Сергей,Робертович
1,Учаев,Филипп,Степанович
1,Романихин,Максим,Федорович
1,Судаев,Ильдар,Григорьевич
1,Животко,Дмитрий,Глебович
1,Борисов,Марат,Марселевич
1,Адарчук,Андрей,Дамирович
1,Айсин,Павел,Витальевич
1,Петыгин,Денис,Денисович
1,Барабанов,Иван,Филиппович
1,Коломиец,Роберт,Рамилевич
1,Брон,Николай,Никитович
1,Амченцев,Геннадий,Витальевич
1,Полянцев,Александр,Рамилевич
1,Дедичев,Глеб,Вадимович
1,Ржевский,Ильдар,Ринатович
1,Вяльцев,Илья,Семенович
1,Пуштаев,Кирилл,Ильдарович
1,Щеников,Артур,Филиппович
1,Гарюгин,Виктор,Данилович
1,Бороденко,Михаил,Борисович
1,Елсуков,Семен,Семенович
1,Осинин,Степан,Аркадьевич
1,Харджиев,Руслан,Артемович
1,Мотной,Антон,Ефимович
1,Сетин,Радик,Яковлев
1,Кораблев,Яков,Игоревич
1,Водолазкин,Максим,Альбертович
1,Торчинов,Евгений,Вадимович
1,Санько,Павел,Данилович
1,Андреенков,Степан,Алексеевич
1,Брызгин,Роберт,Станиславович
1,Химик,Георгий,Петрович
1,Барано,Аркадий,Игоревич
1,Вакорев,Михаил,Максимович
1,Сергунков,Геннадий,Геннадьевич
1,Рудинский,Радик,Владиславович
1,Белявцев,Юрий,Станиславович
1,Боркут,Павел,Вячеславович
1,Жибоедов,Глеб,Яковлев
1,Тамбовцев,Данил,Семенович
1,Троянский,Леонид,Леонидович
1,Питимиров,Леонид,Тимурович
1,Данилевич,Николай,Ярославович
1,Фрейдлин,Тимофей,Марселевич
1,Ильинцев,Кирилл,Филиппович
1,Сейнароев,Валерий,Михаилович
1,Краснослободцев,Георгий,Максимович
1,Федотьев,Иван,Владиславович
1,Аноприенко,Семен,Марселевич
1,Аванесян,Кирилл,Ярославович
1,Чубинский,Вячеслав,Леонидович
1,Кислюк,Тимофей,Артурович
1,Дашко,Вадим,Романович
1,Гусаков,Эдуард,Николаевич
1,Лелеков,Геннадий,Васильевич
1,Чернопуп,Яков,Данилович
1,Кузьминский,Тимур,Петрович
1,Айманов,Николай,Валерьевич
1,Давыдочкин,Петр,Ярославович
1,Найманов,Радик,Кириллович
1,Сычугов,Кирилл,Семенович
1,Лавринцев,Эдуард,Павлович
1,Печенин,Виктор,Станиславович
1,Кабицкий,Ильдар,Романович
1,Алиевич,Денис,Антонович
1,Войтович,Виктор,Анатольевич
1,Райковский,Николай,Юрьевич
1,Есаков,Павел,Маратович
1,Миленин,Яков,Георгиевич
1,Мерзляков,Тимофей,Алексеевич
1,Анащенко,Ринат,Константинович
1,Юдаков,Виктор,Игоревич
1,Носаев,Руслан,Петрович
1,Квицинский,Вадим,Васильевич
1,Боярский,Валерий,Марселевич
1,Годовщиков,Евгений,Станиславович
1,Духовской,Анатолий,Ильдарович
1,Гвоздарев,Данил,Валерьевич
1,Эркенов,Тимур,Вадимович
1,Больших,Денис,Алексеевич
1,Брынк,Евгений,Романович
1,Торопыгин,Геннадий,Ярославович
1,Видякин,Станислав,Романович
1,Курлянов,Виктор,Юрьевич
1,Бирючев,Денис,Борисович
1,Урядников,Николай,Максимович
1,Пожар,Ян,Михаилович
1,Бараев,Виктор,Александрович
1,Гукасов,Антон,Федорович
1,Крестинский,Владимир,Геннадьевич
1,Кушнов,Евгений,Рамилевич
1,Винграновский,Валентин,Алексеевич
1,Васенцов,Денис,Степанович
1,Абдрашев,Глеб,Антонович
1,Решин,Иван,Иванович
1,Баньков,Владимир,Борисович
1,Сигаев,Станислав,Артемович
1,Драчевский,Эдуард,Глебович
1,Елесин,Виктор,Евгеньевич
1,Ваулиных,Николай,Олегович
1,Моряков,Артем,Аркадьевич
1,Ганичкин,Глеб,Владиславович
1,Грацианов,Константин,Олегович
1,Бенаш,Константин,Александрович
1,Ванслов,Ильдар,Игоревич
1,Спирков,Марсель,Рамилевич
1,Штабнов,Вячеслав,Максимович
1,Витюк,Максим,Ильич
1,Дронов,Федор,Рамилевич
1,Тивяков,Артур,Данилович
1,Кобизев,Никита,Ильдарович
1,Махнев,Федор,Станиславович
1,Фесин,Валентин,Денисович
1,Кукольников,Геннадий,Яковлев
1,Кучевский,Илья,Иванович
1,Тафинцев,Виктор,Антонович
1,Сквирский,Андрей,Григорьевич
1,Глезеров,Алексей,Юрьевич
1,Филевский,Герман,Степанович
1,Минвалеев,Андрей,Ярославович
1,Каплунов,Ефим,Михаилович
1,Ковзель,Яков,Кириллович
1,Гаврилихин,Рамиль,Петрович
1,Саввушкин,Валерий,Александрович
1,Порунов,Никита,Ильич
1,Багалий,Максим,Рамилевич
1,Божедомов,Владислав,Русланович
1,Муртазин,Илья,Сергеевич
1,Лозинский,Геннадий,Вадимович
1,Жигарев,Семен,Викторович
1,Енгалычев,Петр,Павлович
1,Хайбулов,Артем,Николаевич
1,Макин,Григорий,Данилович
1,Буданцев,Александр,Максимович
1,Бузуев,Марсель,Викторович
1,Стюшин,Павел,Русланович
1,Кумарин,Станислав,Андреевич
1,Гавешин,Дамир,Максимович
1,Атиков,Станислав,Тимурович
1,Вдовичев,Валентин,Павлович
1,Кторов,Игорь,Данилович
1,Белковский,Егор,Ильдарович
1,Фиш,Эдуард,Степанович
1,Бородкин,Артур,Степанович
1,Троянский,Георгий,Ефимович
1,Филенко,Алексей,Борисович
1,Устимович,Иван,Ярославович
1,Шадрин,Радик,Григорьевич
1,Колпаковский,Роман,Валерьевич
1,Деменков,Александр,Дамирович
1,Ермоченко,Егор,Степанович
1,Истархов,Максим,Георгиевич
1,Ясиновский,Григорий,Владимирович
1,Ташевский,Илья,Дамирович
1,Печурин,Владислав,Павлович
1,Антоненков,Виталий,Радикович
1,Буликян,Ярослав,Валерьевич
1,Бубис,Сергей,Филиппович
1,Новосильцев,Виталий,Петрович
1,Толстопятов,Илья,Петрович
1,Баташев,Игорь,Вадимович
1,Мирончук,Тимофей,Рамилевич
1,Грошев,Рамиль,Антонович
1,Нагорнов,Ефим,Марселевич
1,Дуванов,Анатолий,Тимурович
1,Пинаев,Аркадий,Артемович
1,Долгачев,Геннадий,Артемович
1,Мандрыкин,Иван,Эдуардович
1,Ковешников,Алексей,Вадимович
1,Бармук,Роберт,Олегович
1,Чекмаев,Тимофей,Валентинович
1,Малащенко,Станислав,Анатольевич
1,Степкин,Артем,Романович
1,Ходотов,Никита,Владимирович
1,Коверин,Кирилл,Геннадьевич
1,Гурилев,Артур,Данилович
1,Кирилов,Евгений,Павлович
1,Матинов,Филипп,Вадимович
1,Котик,Герман,Валентинович
1,Пимшин,Дмитрий,Юрьевич
1,Горбышев,Виталий,Семенович
1,Курбаков,Василий,Никитович
1,Марфенькин,Федор,Ринатович
1,Гущеедов,Петр,Данилович
1,Немчинов,Аркадий,Эдуардович
1,Шевелькин,Данил,Анатольевич
1,Верекундов,Роман,Иванович
1,Бушмелев,Вячеслав,Денисович
1,Атрошков,Петр,Радикович
1,Галкин,Геннадий,Борисович
1,Будалов,Леонид,Дамирович
1,Чеснок,Александр,Максимович
1,Ромашко,Ильдар,Игоревич
1,Кашпуров,Руслан,Валерьевич
1,Хазанов,Герман,Геннадьевич
1,Сунцов,Вадим,Олегович
1,Федорищев,Данил,Ефимович
1,Галашев,Геннадий,Ринатович
1,Саватеев,Дамир,Егорович
1,Ильчук,Марсель,Ринатович
1,Мельниченко,Семен,Георгиевич
1,Михин,Руслан,Германович
1,Лайкин,Евгений,Станиславович
1,Даушев,Сергей,Михаилович
1,Белянкин,Марсель,Яковлев
1,Короткий,Герман,Артурович
1,Барзенко,Антон,Ильич
1,Охрютин,Глеб,Семенович
1,Домышев,Ян,Валентинович
1,Угодчиков,Глеб,Русланович
1,Меньшагин,Степан,Маратович
1,Чехоев,Рамиль,Денисович
1,Бикетов,Валерий,Сергеевич
1,Вакульчик,Артур,Николаевич
1,Присяжнов,Владислав,Владиславович
1,Пашанин,Павел,Максимович
1,Спичак,Роман,Олегович
1,Варакин,Глеб,Александрович
1,Алиев,Николай,Ярославович
1,Быстров,Денис,Глебович
1,Абушенко,Филипп,Валерьевич
1,Поповкин,Рамиль,Филиппович
1,Абгаров,Тимофей,Аркадьевич
1,Шацкин,Степан,Витальевич
1,Мазанов,Ефим,Игоревич
1,Третников,Альберт,Валерьевич
1,Ермишин,Рамиль,Янович
1,Марук,Юрий,Георгиевич
1,Дрейман,Ян,Яковлев
1,Глазун,Валерий,Дамирович
1,Епишев,Василий,Геннадьевич
1,Метелев,Семен,Алексеевич
1,Королев,Семен,Федорович
1,Мятлин,Никита,Ринатович
1,Уралов,Артур,Викторович
1,Глуховский,Тимофей,Владимирович
1,Кужавский,Валерий,Ярославович
1,Комлев,Валерий,Юрьевич
1,Терешко,Валерий,Эдуардович
1,Спорщиков,Валентин,Артурович
1,Багаев,Игорь,Германович
1,Ищерский,Александр,Артурович
1,Киленин,Дмитрий,Юрьевич
1,Дежнев,Юрий,Максимович
1,Андрухович,Петр,Петрович
1,Гнилицкий,Яков,Леонидович
1,Можайский,Денис,Робертович
1,Метелев,Сергей,Юрьевич
1,Куценков,Константин,Артурович
1,Карпуткин,Владимир,Георгиевич
1,Миргородский,Герман,Русланович
1,Шиманов,Петр,Русланович
1,Генрих,Аркадий,Викторович
1,Кантеев,Данил,Валентинович
1,Марковников,Евгений,Тимофеевич
1,Бурминский,Павел,Станиславович
1,Филипских,Василий,Владимирович
1,Нечаев,Петр,Андреевич
1,Маков,Вадим,Марселевич
1,Пятанов,Кирилл,Тимофеевич
1,Козырин,Анатолий,Васильевич
1,Тамамшев,Тимур,Федорович
1,Мочульский,Тимофей,Ярославович
1,Тонеев,Роман,Дамирович
1,Айдинов,Вячеслав,Русланович
1,Фроловских,Иван,Игоревич
1,Работнов,Владимир,Павлович
1,Ярополов,Руслан,Данилович
1,Тезиков,Вячеслав,Константинович
1,Осипов,Федор,Аркадьевич
1,Кочубей,Сергей,Борисович
1,Роборовский,Кирилл,Альбертович
1,Неделкин,Андрей,Федорович
1,Мягков,Семен,Павлович
1,Ехлаков,Петр,Яковлев
1,Спорщиков,Игорь,Егорович
1,Брюхатов,Артем,Павлович
1,Яхихажиев,Ян,Иванович
1,Голландцев,Филипп,Робертович
1,Чембарцев,Иван,Николаевич
1,Мулюкин,Федор,Иванович
1,Аптовцев,Кирилл,Алексеевич
1,Балмаков,Андрей,Антонович
1,Лейман,Марат,Федорович
1,Скуйбин,Игорь,Маратович
1,Сагадиев,Валерий,Аркадьевич
1,Бакалейников,Дамир,Васильевич
1,Форопонтов,Владимир,Валерьевич
1,Гологузов,Ильдар,Артемович
1,Акулинский,Герман,Максимович
1,Скринский,Виталий,Игоревич
1,Борахвостов,Вячеслав,Алексеевич
1,Бузмаков,Дамир,Аркадьевич
1,Гуковский,Дамир,Павлович
1,Брайтенбюхер,Анатолий,Валерьевич
1,Фурсаев,Петр,Дамирович
1,Шушков,Руслан,Ринатович
1,Баламатов,Леонид,Александрович
1,Гурков,Станислав,Ильич
1,Киренков,Степан,Станиславович
1,Хитрик,Кирилл,Андреевич
1,Лончаков,Петр,Глебович
1,Мелков,Федор,Радикович
1,Поманов,Валентин,Аркадьевич
1,Джиенбаев,Григорий,Борисович
1,Люльев,Борис,Степанович
1,Юсуфович,Алексей,Никитович
1,Пунгин,Артем,Викторович
1,Райковский,Данил,Анатольевич
1,Бечков,Роман,Федорович
1,Земченко,Роберт,Егорович
1,Антуфьев,Виталий,Вадимович
1,Кислых,Ринат,Анатольевич
1,Безгин,Григорий,Витальевич
1,Бывшев,Никита,Максимович
1,Ивлиев,Артур,Радикович
1,Вагжанов,Ярослав,Рамилевич
1,Южик,Марат,Станиславович
1,Ахоньков,Виталий,Витальевич
1,Безчастный,Дамир,Алексеевич
1,Алекаев,Григорий,Русланович
1,Ломачевский,Денис,Альбертович
1,Резвухин,Руслан,Романович
1,Синягин,Филипп,Артурович
1,Зиннатов,Артур,Робертович
1,Маринкин,Иван,Федорович
1,Василец,Павел,Тимурович
1,Вареник,Константин,Игоревич
1,Чанбарисов,Михаил,Радикович
1,Антипят,Ринат,Антонович
1,Ахметов,Роберт,Евгеньевич
1,Языков,Владимир,Станиславович
1,Маметов,Тимофей,Михаилович
1,Сибиль,Константин,Кириллович
1,Хуторской,Ефим,Николаевич
1,Пахтусов,Яков,Борисович
1,Лобинцев,Валентин,Станиславович
1,Ивелов,Артур,Данилович
1,Шуянов,Юрий,Александрович
1,Пап,Ярослав,Робертович
1,Сапрончик,Анатолий,Ильич
1,Балин,Филипп,Романович
1,Очков,Сергей,Никитович
1,Острогородский,Игорь,Васильевич
1,Барсуков,Геннадий,Николаевич
1,Федичкин,Тимофей,Марселевич
1,Мугалимов,Глеб,Русланович
1,Тяжов,Павел,Филиппович
1,Благов,Константин,Тимофеевич
1,Болтунов,Артем,Степанович
1,Кардапольцев,Роберт,Филиппович
1,Курляндский,Степан,Станиславович
1,Вельмукин,Руслан,Николаевич
1,Ястребинский,Григорий,Борисович
1,Атаров,Егор,Евгеньевич
1,Татлин,Виктор,Геннадьевич
1,Загоровский,Артур,Никитович
1,Бельман,Тимур,Глебович
1,Арапкин,Альберт,Тимурович
1,Мингалеев,Василий,Ярославович
1,Феофантьев,Артур,Робертович
1,Славицкий,Леонид,Михаилович
1,Мурыгин,Руслан,Дмитриевич
1,Братийчук,Олег,Робертович
1,Ермаков,Рамиль,Викторович
1,Усатых,Ефим,Егорович
1,Асмаев,Руслан,Максимович
1,Степанцов,Эдуард,Иванович
1,Андрейчин,Ярослав,Ильдарович
1,Масаев,Федор,Радикович
1,Лугин,Олег,Станиславович
1,Слугинов,Григорий,Дмитриевич
1,Еделев,Тимур,Викторович
1,Толпегин,Андрей,Тимурович
1,Минасов,Данил,Марселевич
1,Тимушев,Борис,Антонович
1,Бриеде,Василий,Тимурович
1,Уржумцев,Филипп,Семенович
1,Вовочкин,Яков,Русланович
1,Тропарев,Тимур,Петрович
1,Лашкарев,Руслан,Данилович
1,Довгалевский,Игорь,Ринатович
1,Суротдинов,Семен,Михаилович
1,Платухин,Кирилл,Павлович
1,Чемадуров,Анатолий,Андреевич
1,Кощеев,Роман,Викторович
1,Митерев,Яков,Евгеньевич
1,Кирсанин,Радик,Глебович
1,Быструшкин,Яков,Геннадьевич
1,Агашков,Петр,Валентинович
1,Табачник,Валентин,Янович
1,Бартель,Ефим,Ефимович
1,Шумский,Валерий,Вячеславович
1,Лункин,Артем,Семенович
1,Боров,Эдуард,Тимофеевич
1,Высокоостровский,Григорий,Николаевич
1,Лезгунов,Тимофей,Михаилович
1,Косухин,Владислав,Григорьевич
1,Выскочков,Иван,Георгиевич
1,Нурбеков,Игорь,Алексеевич
1,Твердиславов,Василий,Валерьевич
1,Стреаловских,Георгий,Николаевич
1,Братишкин,Вадим,Станиславович
1,Куров,Михаил,Юрьевич
1,Гордин,Руслан,Тимофеевич
1,Берязев,Альберт,Витальевич
1,Хорошихин,Ильдар,Аркадьевич
1,Коржавин,Денис,Григорьевич
1,Федчин,Никита,Сергеевич
1,Бажаев,Валерий,Георгиевич
1,Барбакадзе,Филипп,Ильич
1,Давыди,Михаил,Сергеевич
1,Чигасов,Семен,Ярославович
1,Флягин,Владимир,Марселевич
1,Темиржанов,Илья,Дмитриевич
1,Попков,Николай,Ефимович
1,Шемановский,Ефим,Янович
1,Цариков,Тимофей,Данилович
1,Деденев,Никита,Алексеевич
1,Бейман,Рамиль,Викторович
1,Кропачев,Сергей,Борисович
1,Мандрик,Артем,Робертович
1,Хелимский,Анатолий,Леонидович
1,Филончик,Сергей,Сергеевич
1,Кириенко,Константин,Григорьевич
1,Чернобровкин,Вадим,Алексеевич
1,Грушицкий,Александр,Иванович
1,Гелаев,Эдуард,Григорьевич
1,Рогульский,Виктор,Александрович
1,Свериденко,Глеб,Рамилевич
1,Пуртов,Роман,Константинович
1,Айзенберг,Рамиль,Олегович
1,Хасханов,Кирилл,Радикович
1,Изгагин,Георгий,Константинович
1,Бузулуков,Петр,Артемович
1,Няников,Ильдар,Вячеславович
1,Павлючко,Руслан,Вячеславович
1,Ананичев,Анатолий,Викторович
1,Керимов,Олег,Евгеньевич
1,Кивинов,Глеб,Романович
1,Бекбамбетов,Виктор,Леонидович
1,Сирин,Виталий,Геннадьевич
1,Зепалов,Алексей,Сергеевич
1,Бабарыко,Данил,Борисович
1,Ровнин,Максим,Станиславович
1,Трусов,Артур,Григорьевич
1,Алешечкин,Павел,Борисович
1,Дымарский,Радик,Валерьевич
1,Нагурский,Артем,Тимофеевич
1,Шендрик,Ильдар,Васильевич
1,Траскин,Михаил,Евгеньевич
1,Донов,Георгий,Олегович
1,Посохин,Николай,Павлович
1,Крутилин,Рамиль,Антонович
1,Переломов,Дамир,Николаевич
1,Кондренко,Артем,Романович
1,Фамендин,Борис,Иванович
1,Хребтов,Ефим,Васильевич
1,Басангин,Ярослав,Германович
1,Остренко,Юрий,Сергеевич
1,Будилкин,Павел,Ефимович
1,Пьяниченко,Ярослав,Романович
1,Дашкевич,Марат,Егорович
1,Петченко,Альберт,Валентинович
1,Асминг,Марсель,Константинович
1,Татаркин,Альберт,Николаевич
1,Мирохин,Руслан,Семенович
1,Сыпченко,Петр,Владиславович
1,Бубенко,Семен,Владиславович
1,Метенков,Руслан,Васильевич
1,Заболотников,Ян,Федорович
1,Церенов,Марат,Тимурович
1,Пестов,Тимур,Игоревич
1,Айкенов,Тимофей,Кириллович
1,Бураченко,Эдуард,Вадимович
1,Трошев,Николай,Валерьевич
1,Комардинкин,Валентин,Янович
1,Верес,Вадим,Павлович
1,Марфицин,Глеб,Ильдарович
1,Тятькин,Степан,Геннадьевич
1,Слипченко,Валерий,Вячеславович
1,Юрушев,Ярослав,Тимурович
1,Тургуненков,Леонид,Романович
1,Габдуллин,Марат,Никитович
1,Фомичкин,Руслан,Максимович
1,Исмаков,Кирилл,Владимирович
1,Бедросов,Юрий,Дмитриевич
1,Барбашов,Валентин,Максимович
1,Холстинин,Олег,Филиппович
1,Домашников,Евгений,Романович
1,Попрядухин,Данил,Яковлев
1,Кознов,Владимир,Яковлев
1,Фивейский,Александр,Кириллович
1,Оборский,Владимир,Артурович
1,Букштейн,Алексей,Филиппович
1,Фицхелауров,Яков,Егорович
1,Акишев,Андрей,Денисович
1,Кубалов,Валентин,Максимович
1,Азбергенов,Яков,Владимирович
1,Чепасов,Владислав,Олегович
1,Сурнин,Тимофей,Андреевич
1,Скальковский,Роберт,Германович
1,Руженцев,Кирилл,Германович
1,Бортницкий,Антон,Леонидович
1,Дерожинский,Вячеслав,Маратович
1,Бушнев,Анатолий,Константинович
1,Свитов,Антон,Михаилович
1,Асатов,Илья,Русланович
1,Русских,Кирилл,Робертович
1,Посаженников,Иван,Альбертович
1,Парфиненков,Валерий,Филиппович
1,Рындовский,Тимофей,Олегович
1,Швачко,Ильдар,Викторович
1,Дедерев,Олег,Геннадьевич
1,Яврумов,Ян,Максимович
1,Лапшев,Валерий,Михаилович
1,Агранов,Станислав,Петрович
1,Рыквский,Филипп,Викторович
1,Кузменков,Константин,Робертович
1,Быстрых,Егор,Витальевич
1,Гамбуров,Александр,Евгеньевич
1,Болховитин,Николай,Геннадьевич
1,Шихматов,Марсель,Семенович
1,Ардеев,Федор,Игоревич
1,Злобчев,Роберт,Иванович
1,Гиндуллин,Виталий,Николаевич
1,Островсков,Владимир,Ильдарович
1,Горбаченко,Тимур,Дмитриевич
1,Манишин,Герман,Яковлев
1,Германов,Кирилл,Денисович
1,Маношин,Руслан,Дмитриевич
1,Летучев,Юрий,Андреевич
1,Вересов,Руслан,Олегович
1,Ананьенков,Станислав,Максимович
1,Неженцев,Василий,Григорьевич
1,Абин,Артур,Максимович
1,Сватиков,Павел,Сергеевич
1,Бокиш,Яков,Радикович
1,Паршев,Егор,Альбертович
1,Небогатый,Петр,Максимович
1,Таскин,Валерий,Дамирович
1,Заварихин,Артем,Германович
1,Клячин,Глеб,Артемович
1,Бадров,Данил,Яковлев
1,Семченков,Филипп,Вадимович
1,Алважи,Филипп,Геннадьевич
1,Прорубников,Максим,Янович
1,Кузичикин,Рамиль,Эдуардович
1,Бодренков,Георгий,Данилович
1,Бурляев,Станислав,Антонович
1,Хазов,Роман,Вячеславович
1,Богатуров,Артем,Денисович
1,Лунин,Ильдар,Ринатович
1,Побудин,Марат,Артурович
1,Оппоков,Владислав,Анатольевич
1,Сыроежкин,Геннадий,Янович
1,Аврамец,Федор,Константинович
1,Опалько,Глеб,Геннадьевич
1,Самбуев,Ильдар,Марселевич
1,Дубинушкин,Петр,Егорович
1,Кирилкин,Игорь,Викторович
1,Сименькевич,Никита,Глебович
1,Бадалян,Артем,Станиславович
1,Шаньгин,Петр,Егорович
1,Данько,Владислав,Петрович
1,Агальцов,Ярослав,Ярославович
1,Марик,Ярослав,Тимурович
1,Нижинский,Ян,Витальевич
1,Шелков,Филипп,Рамилевич
1,Кудесников,Виктор,Егорович
1,Пыхтин,Марсель,Эдуардович
1,Бегун,Геннадий,Леонидович
1,Курихин,Дамир,Павлович
1,Динамов,Валерий,Денисович
1,Тонкий,Вадим,Николаевич
1,Кузьминцев,Валентин,Никитович
1,Кренделев,Вадим,Никитович
1,Жабенков,Павел,Михаилович
1,Павский,Илья,Кириллович
1,Доверов,Ян,Ринатович
1,Тормозов,Степан,Дамирович
1,Семищев,Ян,Николаевич
1,Войтов,Евгений,Алексеевич
1,Малашенков,Радик,Викторович
1,Ежиков,Ефим,Данилович
1,Москальчук,Филипп,Константинович
1,Реунов,Глеб,Петрович
1,Грановский,Олег,Денисович
1,Девликамов,Виталий,Эдуардович
1,Крупчанский,Кирилл,Федорович
1,Буланников,Вячеслав,Робертович
1,Очкасов,Юрий,Рамилевич
1,Варпаховский,Валерий,Вадимович
1,Выгодский,Аркадий,Тимурович
1,Ледин,Дмитрий,Григорьевич
1,Шмидт,Денис,Владиславович
1,Кижаев,Альберт,Марселевич
1,Банник,Георгий,Геннадьевич
1,Марголин,Василий,Ильич
1,Коробицын,Никита,Андреевич
1,Елахов,Станислав,Глебович
1,Багин,Денис,Геннадьевич
1,Чернышев,Марсель,Иванович
1,Сибиряк,Степан,Леонидович
1,Фридман,Герман,Ярославович
1,Возницын,Валентин,Денисович
1,Меликов,Константин,Евгеньевич
1,Безсалько,Николай,Рамилевич
1,Кокуев,Борис,Эдуардович
1,Кошин,Леонид,Максимович
1,Шредер,Тимур,Дмитриевич
1,Журавлев,Яков,Сергеевич
1,Расулбеков,Роман,Егорович
1,Бамбуров,Роберт,Геннадьевич
1,Сенник,Никита,Михаилович
1,Селедкин,Тимофей,Русланович
1,Артюшин,Данил,Григорьевич
1,Макушинский,Ильдар,Александрович
1,Вахромеев,Филипп,Вадимович
1,Бойтенко,Станислав,Рамилевич
1,Травнев,Станислав,Марселевич
1,Бондарев,Валентин,Максимович
1,Гориславец,Руслан,Дамирович
1,Костомаров,Федор,Борисович
1,Татаев,Леонид,Романович
1,Здоровцев,Виталий,Николаевич
1,Беспоместных,Геннадий,Альбертович
1,Малинин,Роман,Кириллович
1,Марисов,Александр,Егорович
1,Самоловов,Вадим,Геннадьевич
1,Карабаев,Федор,Борисович
1,Прицкер,Андрей,Георгиевич
1,Пивцаев,Анатолий,Артемович
1,Лопунов,Иван,Александрович
1,Балыхин,Василий,Максимович
1,Малашенко,Константин,Семенович
1,Непомнящий,Павел,Аркадьевич
1,Перепелкин,Валерий,Тимурович
1,Безяев,Олег,Тимурович
1,Пейсин,Герман,Анатольевич
1,Яшуков,Петр,Юрьевич
1,Авраамов,Петр,Алексеевич
1,Ерофеев,Геннадий,Андреевич
1,Кувшинников,Владимир,Константинович
1,Лавринцев,Глеб,Ринатович
1,Амиргамзаев,Виктор,Георгиевич
1,Шушлепин,Ринат,Александрович
1,Ялалетдинов,Герман,Валерьевич
1,Шерешевский,Егор,Степанович
1,Тажин,Алексей,Валерьевич
1,Фалеев,Федор,Федорович
1,Суротдинов,Филипп,Марселевич
1,Тимаков,Виталий,Федорович
1,Цигельников,Олег,Борисович
1,Золотусский,Артур,Игоревич
1,Батянин,Валентин,Петрович
1,Копиевский,Алексей,Ефимович
1,Кордонский,Ян,Русланович
1,Полукаров,Семен,Владимирович
1,Левшуков,Илья,Владиславович
1,Сандунов,Геннадий,Валентинович
1,Онищенко,Александр,Антонович
1,Болтачев,Рамиль,Георгиевич
1,Аршанинов,Кирилл,Ярославович
1,Бучучан,Федор,Артемович
1,Сороковой,Александр,Геннадьевич
1,Ковшов,Евгений,Георгиевич
1,Якушов,Станислав,Вячеславович
1,Сафаргалиев,Егор,Антонович
1,Дулатов,Филипп,Марселевич
1,Бочаров,Леонид,Федорович
1,Заозерский,Артем,Филиппович
1,Кособров,Вячеслав,Николаевич
1,Толмачев,Глеб,Васильевич
1,Твердилов,Константин,Аркадьевич
1,Шулепин,Владимир,Артемович
1,Березин,Николай,Кириллович
1,Кузищин,Илья,Данилович
1,Талипов,Валентин,Сергеевич
1,Чаплин,Антон,Рамилевич
1,Коровушкин,Владимир,Геннадьевич
1,Жбанов,Марат,Дмитриевич
1,Газаров,Алексей,Петрович
1,Гунбин,Роберт,Альбертович
1,Батюшкин,Иван,Маратович
1,Бычатин,Герман,Станиславович
1,Епифаньев,Ефим,Игоревич
1,Юнонов,Филипп,Александрович
1,Волошенко,Михаил,Валерьевич
1,Асинкритов,Евгений,Владиславович
1,Худаков,Степан,Ильич
1,Баранщиков,Валерий,Артемович
1,Моникин,Евгений,Артурович
1,Ванятин,Глеб,Тимурович
1,Глущенко,Егор,Дамирович
1,Эдилов,Николай,Петрович
1,Софроницкий,Ян,Валентинович
1,Булелин,Станислав,Антонович
1,Быковченко,Антон,Радикович
1,Клунников,Борис,Вадимович
1,Семиколенных,Юрий,Александрович
1,Брынзей,Альберт,Васильевич
1,Дикушин,Константин,Никитович
1,Кравинский,Роман,Янович
1,Емлютин,Альберт,Евгеньевич
1,Соломончиков,Тимур,Аркадьевич
1,Кобельков,Максим,Антонович
1,Пегашкин,Роман,Филиппович
1,Сафаралиев,Ярослав,Александрович
1,Каекин,Данил,Борисович
1,Набатов,Анатолий,Антонович
1,Низаметдинов,Владимир,Артурович
1,Трепов,Кирилл,Павлович
